Campo Formativo,Materia,Grado,Contenido,Proceso de Desarrollo de Aprendizaje (PDA)
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Busca, localiza y selecciona fuentes de información que tratan respecto de los vestigios o restos humanos identificados hasta el momento en el espacio de nuestro país."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Investiga acerca de restos fósiles de homínidos encontrados en todo el mundo y organiza la información.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Explica cómo se establece el poblamiento a partir de la noción de espacio-tiempo histórico.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Recupera las explicaciones de Darwin sobre el origen y evolución de la biodiversidad, particularizando en el caso humano."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Investiga las explicaciones de pueblos antiguos del mundo acerca del origen de la vida y el de la humanidad y reflexiona en torno a ellas.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Compara mitos fundacionales de pueblos antiguos de México y de otras partes del mundo.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Reflexiona e investiga sobre el origen de la biodiversidad en el planeta con base en explicaciones científicas y las contrasta con los mitos fundacionales.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Distingue y clasifica evidencias históricas para explicarse el origen del poblamiento de América.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Reflexiona en torno al caso del Hombre de Tepexpan y la temporalidad del poblamiento de América.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Reconoce el significado en su vida de la práctica de la recolección y la caza en las sociedades nómadas de cazadores-recolectores.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Describe elementos de la vida cotidiana de las sociedades cazadoras-recolectoras para explicar cómo se relacionaban de manera armónica con la naturaleza en busca de su sustento.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Analiza el proceso de domesticación de plantas y animales y la consecuente sedentarización en nuestro país y en el mundo.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Explica la dinámica de las culturas agrícolas que se asentaron en el territorio de lo que hoy es México, en la perspectiva del espacio-tiempo histórico."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Plantea preguntas y conjeturas acerca de cómo cambiaron las sociedades agrícolas con la domesticación de plantas y animales.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Reconoce que la agricultura obligó a las sociedades a cambiar las formas de organización y la relación con la naturaleza.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Investiga de manera individual o comunitaria acerca de las culturas que se desarrollaron en regiones de Mesoamérica, Aridoamérica y Oasisamérica, y organiza la información en un mapa para ubicar el espacio y el tiempo."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Emplea sistemas de ubicación espacial y nociones de temporalidad para explicar la dinámica de las sociedades agrícolas mesoamericanas, aridoamericanas y oasisamericanas."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Reconstruye aspectos de la vida cotidiana en las culturas mesoamericanas, aridoamericanas y oasisamericanas a partir de fuentes históricas y arqueológicas."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Analiza el surgimiento de las primeras ciudades y los rasgos de las civilizaciones antiguas asociadas al control de los ríos y el mar en el mundo.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Indaga en fuentes históricas y arqueológicas acerca del surgimiento de las ciudades en Mesoamérica y asocia su importancia con el control de recursos y el poder político.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Vincula y contrasta el surgimiento de las primeras ciudades y estados en el mundo con el desarrollo de las culturas agrícolas mesoamericanas.
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Analiza la estructura social, económica, política y cultural de las civilizaciones de la antigüedad en el mundo para comprender los rasgos comunes y las particularidades."
"Ética, Naturaleza y Sociedades",Historia,1º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Valora los aportes culturales, científicos y tecnológicos de las civilizaciones antiguas del mundo y de Mesoamérica en la conformación de la sociedad actual."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Reconoce que la Historia es una reconstrucción científica del pasado que se hace desde el presente y que al igual que en otras ciencias, la ideología y la metodología del historiador determinan su mirada del pasado."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Recupera las explicaciones de Charles Darwin acerca del origen y evolución de la biodiversidad y particulariza en el caso del ser humano.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Investiga acerca de restos fósiles de homínidos encontrados en todo el mundo y organiza la información.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Explica cómo se construye la representación de la prehistoria a través de la manufactura de artefactos o estructuras.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Conoce sistemas que tienen como propósito abordar la historia de los primeros pueblos en el territorio de lo que ahora es nuestro país.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Emplea alguno de estos sistemas para ubicar en el espacio y en el tiempo aspectos de la vida cotidiana de los pueblos antiguos que surgieron en Mesoamérica, Aridoamérica y Oasisamérica."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Vincula y compara sus representaciones e ideas sobre el nacimiento, la vida o la muerte con las que construyeron los antiguos pueblos de México."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Pone en juego su capacidad de convertirse en integrante de una cultura mesoamericana para exponer la razón y el sentido de los sacrificios rituales.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Desarrolla teóricamente el entramado de causas de diverso tipo que dieron lugar a la agricultura mesoamericana y el impacto civilizatorio de ésta en las sociedades que la practicaron.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Reconoce el significado en su vida de la práctica histórica del cultivo del maíz como una consecuencia de larga duración.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Reconstruye aspectos de la vida cotidiana en los ámbitos de la economía, la cultura, la sociedad y la política de los pueblos de Mesoamérica."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Recopila información histórica sobre los pueblos aridoamericanos y oasisamericanos y la organiza en un friso cronológico.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Compara el desarrollo histórico de pueblos originarios de Norteamérica y Sudamérica y comprende sus semejanzas y diferencias.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Aplica el eje organizador uso y gestión del agua y su impacto para analizar el desarrollo histórico de las antiguas civilizaciones mesopotámica, egipcia, hindú y china."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Indaga a partir de la noción de espacio ecúmene aplicada a los antiguos pueblos fenicio, egipcio, cretense, cartaginés, griego y romano en la cuenca del mar mediterráneo, como una forma temprana de integración de la economía, la sociedad, la cultura y la política."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Analiza el proceso de integración de los antiguos pueblos de la Cuenca del Mar Mediterráneo para explicarse las tensiones y conflictos entre persas y griegos.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Genera hipótesis e interpretaciones propias sobre el esplendor de la Cultura Romana mediante el análisis de los conceptos: trabajo esclavo, ocupación militar de territorios y organización política."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,Problematiza la relación germánicos-romanos y la desintegración del Imperio Romano de Occidente.
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Establece relaciones de cambio, continuidad y/o ruptura en el surgimiento de los estados feudales y su generalización en Europa."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Estructura a partir del espacio y el tiempo en que se desarrolló, formas para organizar y dar cuenta del desarrollo histórico de las sociedades feudales."
"Ética, Naturaleza y Sociedades",Historia,3º,Los albores de la humanidad: los pueblos antiguos del mundo y su devenir.,"Problematiza acerca de las causas, los fundamentos y el impacto del Imperio Musulmán en el mundo."
"Ética, Naturaleza y Sociedades",Historia,1º,La conformación de las metrópolis y los sistemas de dominación.,"Formula preguntas, recopila información y comparte sus hallazgos en torno a los pueblos originarios de México: ¿Cuántos pueblos son? ¿Dónde están? ¿De dónde llegaron? ¿Cómo vivían antes? ¿Cómo viven ahora? ¿Qué permanece? ¿Qué cambió? ¿Se reconoce en él?"
"Ética, Naturaleza y Sociedades",Historia,1º,La conformación de las metrópolis y los sistemas de dominación.,Construye una línea del tiempo con la historia de algún pueblo originario que le sea entrañable.
"Ética, Naturaleza y Sociedades",Historia,1º,La conformación de las metrópolis y los sistemas de dominación.,"Indaga los orígenes de la población afromexicana, sus aportaciones sociales y a la cultura de nuestro país."
"Ética, Naturaleza y Sociedades",Historia,1º,La conformación de las metrópolis y los sistemas de dominación.,"Identifica representaciones asumidas de los pueblos indígenas y afromexicanos sobre el nacimiento, la vida, la muerte, la tierra, la naturaleza, el agua, el territorio en su comunidad."
"Ética, Naturaleza y Sociedades",Historia,1º,La conformación de las metrópolis y los sistemas de dominación.,Investiga el arribo de otros pueblos del mundo a nuestro país a largo de la historia y lo expone a sus pares en la organización cronológica que considere más adecuada.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Indaga acerca del desarrollo del comercio y su impacto en la geografía y la navegación en Europa y Asia en el Siglo XV.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Explica la consolidación del Reino Español alrededor de Isabel I de Castilla y Fernando II de Aragón como personajes históricos en este proceso.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Busca información acerca de la expedición de 1492 de Cristóbal Colón y el descubrimiento de América.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,"Revisa desde una perspectiva fundada en valores universales, como la libertad, la justicia, el respeto y la tolerancia, el contenido de las Bulas Alejandrinas y el Tratado de Tordesillas."
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Registra y extrae conclusiones con respecto al arribo de los españoles al nuevo mundo y la colonización de las Antillas.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,"Indaga acerca de las tensiones y alianzas políticas entre los señoríos mesoamericanos, previo al arribo de los colonizadores españoles al territorio de lo que hoy es nuestro país."
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Revisa y contextualiza las campañas militares que Hernán Cortés llevó a cabo para someter a la población indígena.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,"Problematiza sobre los factores políticos, económicos, culturales, tecnológicos, militares y religiosos que predominaban en los pueblos indígenas en el momento de su enfrentamiento con los españoles."
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Elabora teorías de posibles desenlaces a partir de una articulación diferente de los factores que se conjugaron en este evento histórico.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,"Ubica a la Conquista como un momento de ruptura en la historia de nuestro país, que generó cambios en la sociedad y en la vida cotidiana de las personas."
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Describe las formas de exacción a las que fueron sometidos la población y los territorios indígenas con el establecimiento del Virreinato de la Nueva España.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Identifica elementos de las culturas indígenas que persistieron en la época colonial dentro del proceso de cohesión política de nuestro país.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Problematiza el interés de la corona española en el desarrollo e intensificación de la minería en la Nueva España.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,"Distingue las características de la forma de gobierno, la economía, la cultura y la sociedad en la Nueva España."
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Reflexiona y emite su opinión acerca del uso del trabajo esclavo de personas africanas y afrodescendientes en la Nueva España.
"Ética, Naturaleza y Sociedades",Historia,2º,La conformación de las metrópolis y los sistemas de dominación.,Reflexiona sobre las implicaciones sociales del sistema de castas que se estableció en la sociedad novohispana.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Indaga sobre el desarrollo de las ciudades en Italia y Flandes durante los siglos XII y XIII.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,"Asocia la transmutación del sistema feudal con el desarrollo del Humanismo, en el marco del surgimiento de los estados nacionales y las monarquías absolutas."
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Reflexiona acerca de las causas que ocasionaron la búsqueda de rutas comerciales marítimas y su propagación y generalización durante los siglos XV y XVI.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,"Analiza la disputa entre los países hegemónicos por la posesión de territorios en América, África y Asia."
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,"Caracteriza las colonizaciones realizadas por españoles, portugueses, ingleses, franceses y holandeses en América y en Asia."
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Relaciona la expoliación de los recursos humanos y naturales de los territorios colonizados en América con la práctica de una política económica institucional de las naciones colonizadoras.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Revisa las causas y obtiene conclusiones de la concentración de la actividad colonizadora de diferentes potencias ultramarinas como en la Cuenca del Mar Caribe y el Sudeste Asiático.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Obtiene información y formula conclusiones acerca del tráfico de pieles y su incremento durante la colonización del noreste de Norteamérica.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Analiza las causas que llevaron a la intensificación del tráfico de esclavos y al uso del trabajo de éstos en los territorios colonizados de América.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Investiga los lugares de origen y de destino de la población africana reducida a la esclavitud en este periodo.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Problematiza la vida cotidiana de la población africana reducida a la esclavitud en América.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Caracteriza el establecimiento de las colonias inglesas en América.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Reflexiona y emite opiniones acerca de las relaciones de todo tipo que los colonos ingleses establecieron con la población indígena.
"Ética, Naturaleza y Sociedades",Historia,3º,La conformación de las metrópolis y los sistemas de dominación.,Compara y obtiene conclusiones acerca de la composición social que se conformó en las colonias inglesas en el Continente Americano.
"Ética, Naturaleza y Sociedades",Historia,1º,Las gestas de resistencia y los movimientos independentistas.,Indaga sobre rebeliones y levantamientos de pueblos indígenas y afromexicanos en la historia de nuestro país y se acerca a comprender sus causas.
"Ética, Naturaleza y Sociedades",Historia,1º,Las gestas de resistencia y los movimientos independentistas.,Emmiten juicios acerca de agravios o crímenes a los que han sido sujetos los pueblos indígenas y afromexicanos.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Relaciona la Revolución de Independencia de 1810 en nuestro país con el agotamiento del imperio español para mantener la cohesión de sus colonias ultramarinas.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,"Comprende la confluencia de procesos (por ejemplo, las reformas borbónicas) y hechos (como la invasión napoleónica en España) en la configuración de la lucha por la Independencia de la Nueva España."
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Aplica conceptos organizadores para dar cuenta de las etapas en que se desarrolló la lucha por la Independencia de la Nueva España.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Identifica los cambios de ritmo y de dirección en las diferentes etapas de la lucha por la Independencia de la Nueva España y teoriza al respecto.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Reconoce la impronta que la participación popular o la ausencia de ésta le dio a la lucha por la Independencia.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Caracteriza la consumación de la Independencia y el surgimiento del Primer Imperio.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Comprende el acontecimiento de la Revolución de Independencia como parte de un proceso de la formación de un Estado nacional.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,Analiza las tensiones entre federalistas y centralistas con el advenimiento de la República durante la primera mitad del siglo XIX.
"Ética, Naturaleza y Sociedades",Historia,2º,Las gestas de resistencia y los movimientos independentistas.,"Explica la debilidad estructural de la joven República mexicana para enfrentar el asedio de los Estados Unidos y Francia: Independencia de Texas, Primera Invasión Francesa e Invasión Estadounidense de 1846-1848."
"Ética, Naturaleza y Sociedades",Historia,3º,Las gestas de resistencia y los movimientos independentistas.,"Elabora una cronología de las luchas de independencia de los países de Latinoamérica; incorpora datos, fechas, nombres, lugares y personajes históricos; aspectos sincrónicos y diacrónicos, aspectos que permanecen o cambian y la duración"
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Establece las características y el contexto en que se desarrolla la dictadura de Antonio López de Santa Anna y obtiene conclusiones.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Identifica causas y consecuencias de corta y larga duración de la Revolución de Ayutla de 1854.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Analiza las Leyes de Reforma expedidas entre 1859 y 1861; opina sobre ellas y estima su valor en la actualidad.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Problematiza la relación liberales-conservadores en este periodo de la historia de México.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Elabora una cronología con los acontecimientos más importantes que sucedieron durante la Guerra de Reforma; incorpora la información necesaria para su comprensión puntual.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Pone en juego su capacidad de convertirse en un liberal o en un conservador y se posiciona documentadamente.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,"Demuestra la intervención interesada de gobiernos extranjeros en la vida interna de México en esta etapa de la historia (tratados McLane-Ocampo y Mon-Almonte, Alianza Tripartita y Convención de Londres)."
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Comprende la relevancia histórica de la Segunda Invasión Francesa para nuestra vida actual.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Identifica desde su imaginario la relevancia histórica de la Batalla del 5 de mayo de 1862.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Elabora una cronología con los acontecimientos más importantes que sucedieron durante la restauración de la República y Porfiriato; incorpora la información necesaria para su comprensión puntual; e identifica cambios y permanencias en ambos procesos y los puntos de inflexión.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,Genera interpretaciones del Porfiriato a partir de comparar el desarrollo económico y el desarrollo social generados durante este periodo histórico.
"Ética, Naturaleza y Sociedades",Historia,2º,Las revoluciones modernas y sus tendencias.,"Elabora hipótesis que explican el trato que Porfirio Díaz dio a la oposición política, a la prensa, al movimiento campesino y obrero y a los pueblos indígenas."
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Ubica la confluencia de causas para que la primera Revolución Industrial suceda en Inglaterra y se desarrolle el sistema capitalista.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Explica la relevancia histórica de la Revolución Industrial en nuestras vidas.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Analiza y comprende por separado la causalidad y el sentido de la Independencia de los Estados Unidos y de la Revolución Francesa y el impacto que tuvieron en su momento en el mundo; identifica los elementos en común y los que marcan diferencias; construye una narrativa de estos procesos.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,"Problematiza la irrupción de estas revoluciones con el uso de conceptos como cambios, permanencias, ruptura, viejo régimen, soberanía popular, esclavitud, igualdad, propiedad privada."
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Relaciona los que a su juicio son aportes relevantes de estas revoluciones.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Analiza la Declaración de los Derechos del Hombre y del Ciudadano y genera hipótesis acerca de la ausencia explícita de las mujeres en el texto.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Analiza la consolidación de Francia como nación moderna y capitalista y relaciona el aporte a este proceso de las campañas militares que llevó a cabo Napoleón Bonaparte.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,"Explica cómo en el proceso de ascenso y consolidación del sistema capitalista y de la burguesía como clase dominante hubo segmentos sociales con una perspectiva diferente: socialistas utópicos, comunistas y anarquistas."
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Analiza el proceso de expansión territorial de los Estados Unidos y los modelos de desarrollo económico de los estados del norte y del sur.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Identifica desde qué perspectiva estaba planteada la abolición de la esclavitud impulsada por los estados del norte.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Analiza los resultados de la Guerra Civil Estadounidense y determina la perspectiva histórica de esta nación.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Reflexiona qué tanto se modificaron las condiciones de vida de la población de origen africano en los Estados Unidos de América.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Relaciona la creciente industrialización de los países capitalistas y la colonización de África en la segunda mitad del siglo XIX.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Analiza y comprende la causalidad de los procesos de integración nacional de Italia y Alemania y comprende cómo estos se convierten en causas de hechos más complejos.
"Ética, Naturaleza y Sociedades",Historia,3º,Las revoluciones modernas y sus tendencias.,Reconoce en el establecimiento de la Comuna de París en 1871 la expresión de una forma de gobierno alternativo al de la burguesía.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Analiza y comprende la causalidad de la Revolución Mexicana de 1910; identifica la heterogeneidad en su composición y demandas.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Pondera las demandas sociales que la orientaron y la participación de los diferentes grupos sociales en su conducción en diferentes momentos.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Diseña periodos espaciotemporales y los organiza cronológicamente para dar cuenta del proceso revolucionario.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Construye narrativas de los personajes históricos y los reconoce como expresión identitaria de grupos sociales en particular.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Analiza y caracteriza el suceso conocido como la Decena Trágica.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Argumenta desde el presente la relevancia que tiene para su vida la Revolución Mexicana y sus aportes.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Recaba información de los eventos relevantes de los gobiernos postrevolucionarios y caracteriza el periodo conocido como Maximato.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Analiza las causas, el origen, el lugar y el tiempo de la rebelión cristera."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Reúne información acerca de las principales políticas de gobierno de Lázaro Cárdenas (reforma agraria, intervención del Estado en la economía, nacionalización de industrias, educación socialista, apoyos a campesinos y reorganización del movimiento obrero) y la utiliza para estructurar una narrativa."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Vincula desde el tiempo cronológico las acciones concretas del gobierno cardenista (por ejemplo, la Expropiación Petrolera) y las relaciona con eventos pasados o simultáneos acerca del mismo tópico (por ejemplo, la expedición de la Ley del Petróleo del 24 de diciembre de 1901, que reconoce que los dueños de los predios pueden explotar hidrocarburos sin necesidad de concesión alguna) para dimensionar la cualidad del tiempo histórico."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Ubica en el gobierno de Manuel Ávila Camacho el origen y las circunstancias de la política de unidad nacional, las contextualiza internacionalmente y reconoce en esta política un elemento para la institucionalización y legitimación del Estado mexicano durante el siglo XX."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Reúne información acerca de las prioridades que impulsó el gobierno de Miguel Alemán Valdés y la contrasta con las representaciones sociales contenidas en la obra fílmica de Alejandro Galindo.
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,"Explica las características, las prioridades y los sucesos importantes de los gobiernos de la época del desarrollo estabilizador."
"Ética, Naturaleza y Sociedades",Historia,2º,Las tensiones en el siglo XX.,Dimensiona el tiempo histórico (vincula hechos pasados o simultáneos con los que tiene relación) del derecho de las mujeres a votar y ser votadas en las elecciones de 1955.
